--2023-05-13 02:11:46--  https://inria.hal.science/hal-01432720/document
Resolving inria.hal.science (inria.hal.science)... 193.48.96.10
Connecting to inria.hal.science (inria.hal.science)|193.48.96.10|:443... connected.
HTTP request sent, awaiting response... 200 OK
Length: 19656362 (19M) [application/pdf]
Saving to: ‘./data/0.sdv/1432720.pdf’

 14000K .......... .......... .......... .......... .......... 73%  505M 5s
 14050K .......... .......... .......... .......... .......... 73%  246K 5s
 14100K .......... .......... .......... .......... .......... 73%  391M 5s
 14150K .......... .......... .......... .......... .......... 73%  431M 5s
 14200K .......... .......... .......... .......... .......... 74%  414M 5s
 14250K .......... .......... .......... .......... .......... 74%  247K 5s
 14300K .......... .......... .......... .......... .......... 74%  423M 5s
 14350K .......... .......... .......... .......... .......... 75%  618M 5s
 14400K .......... .......... .......... .......... .......... 75%  323M 5s
 14450K .......... .......... .......... .......... .......... 75%  617M 5s
 14500K .......... .......... .......... .......... .......... 75%  247K 5s
 14550K .......... .......... .......... .......... .......... 76%  454M 4s
 14600K .......... .......... .......... .......... .......... 76%  560M 4s
 14650K .......... .......... .......... .......... .......... 76%  615M 4s
 14700K .......... .......... .......... .......... .......... 76%  245K 4s
 14750K .......... .......... .......... .......... .......... 77%  362M 4s
 14800K .......... .......... .......... .......... .......... 77%  495M 4s
 14850K .......... .......... .......... .......... .......... 77%  606M 4s
 14900K .......... .......... .......... .......... .......... 77%  248K 4s
 14950K .......... .......... .......... .......... .......... 78%  588M 4s
 15000K .......... .......... .......... .......... .......... 78%  560M 4s
 15050K .......... .......... .......... .......... .......... 78%  626M 4s
 15100K .......... .......... .......... .......... .......... 78%  246K 4s
 15150K .......... .......... .......... .......... .......... 79%  580M 4s
 15200K .......... .......... .......... .......... .......... 79%  509M 4s
 15250K .......... .......... .......... .......... .......... 79%  638M 4s
 15300K .......... .......... .......... .......... .......... 79%  246K 4s
 15350K .......... .......... .......... .......... .......... 80%  544M 4s
 15400K .......... .......... .......... .......... .......... 80%  535M 4s
 15450K .......... .......... .......... .......... .......... 80%  619M 4s
 15500K .......... .......... .......... .......... .......... 81%  244K 4s
 15550K .......... .......... .......... .......... .......... 81%  439M 4s
 15600K .......... .......... .......... .......... .......... 81%  499M 3s
 15650K .......... .......... .......... .......... .......... 81%  611M 3s
 15700K .......... .......... .......... .......... .......... 82%  625M 3s
 15750K .......... .......... .......... .......... .......... 82%  249K 3s
 15800K .......... .......... .......... .......... .......... 82%  525M 3s
 15850K .......... .......... .......... .......... .......... 82%  612M 3s
 15900K .......... .......... .......... .......... .......... 83%  618M 3s
 15950K .......... .......... .......... .......... .......... 83%  246K 3s
 16000K .......... .......... .......... .......... .......... 83%  481M 3s
 16050K .......... .......... .......... .......... .......... 83%  601M 3s
 16100K .......... .......... .......... .......... .......... 84%  613M 3s
 16150K .......... .......... .......... .......... .......... 84%  246K 3s
 16200K .......... .......... .......... .......... .......... 84%  317M 3s
 16250K .......... .......... .......... .......... .......... 84%  621M 3s
 16300K .......... .......... .......... .......... .......... 85%  581M 3s
 16350K .......... .......... .......... .......... .......... 85%  246K 3s
 16400K .......... .......... .......... .......... .......... 85% 49,7M 3s
 16450K .......... .......... .......... .......... .......... 85%  424M 3s
 16500K .......... .......... .......... .......... .......... 86% 10,9M 3s
 16550K .......... .......... .......... .......... .......... 86%  244K 3s
 16600K .......... .......... .......... .......... .......... 86%  372M 2s
 16650K .......... .......... .......... .......... .......... 86%  186M 2s
 16700K .......... .......... .......... .......... .......... 87%  141M 2s
 16750K .......... .......... .......... .......... .......... 87%  573M 2s
 16800K .......... .......... .......... .......... .......... 87%  247K 2s
 16850K .......... .......... .......... .......... .......... 88%  512M 2s
 16900K .......... .......... .......... .......... .......... 88%  520M 2s
 16950K .......... .......... .......... .......... .......... 88%  542M 2s
 17000K .......... .......... .......... .......... .......... 88%  246K 2s
 17050K .......... .......... .......... .......... .......... 89%  434M 2s
 17100K .......... .......... .......... .......... .......... 89%  435M 2s
 17150K .......... .......... .......... .......... .......... 89%  445M 2s
 17200K .......... .......... .......... .......... .......... 89%  244K 2s
 17250K .......... .......... .......... .......... .......... 90%  339M 2s
 17300K .......... .......... .......... .......... .......... 90%  611M 2s
